title,section_title,word_count,text,completeness_label
Lusaka,Bibliography,970,"Auzias, Dominique; Labourdette, Jean-Paul (2017). Zambie – Escapade au Malawi (in French). Petit Futé. ISBN 979-1-03314-501-1.
Central Intelligence Agency (CIA) (2007). The World Factbook 2007. Government Printing Office. ISBN 978-0-16-078580-1.
Central Statistical Office, Republic of Zambia (2017). ""Research Paper on Provincial Gross Domestic Product"" (PDF). Retrieved 12 July 2021.
Central Statistical Office, Republic of Zambia (2018). ""Zambia in Figures"" (PDF). Archived from the original (PDF) on 12 July 2021. Retrieved 12 July 2021.
Chigudu, Andrew (2021). ""The Changing Institutional and Legislative Planning Framework of Zambia and Zimbabwe: Nuances for Urban Development"". Land Use Policy. 100: 104941. Bibcode:2021LUPol.10004941C. doi:10.1016/j.landusepol.2020.104941. S2CID 224885225.
Chongo, Clarence (2016). ""A Good Measure of Sacrifice: Aspects of Zambia's Contribution to the Liberation Wars in Southern Africa, 1964-1975"". Zambia Social Science Journal. 6 (1). Article 3.
Clough, G.D. (1924). ""The Constitutional Changes in Northern Rhodesia and Matters Incidental to the Transition"". Journal of Comparative Legislation and International Law. 3. 6 (4). Cambridge University Press on behalf of the British Institute of International and Comparative Law: 278–282. JSTOR 752781.
Fagan, B.M. (1961). ""A Collection of Nineteenth-Century Soli Ironwork from the Lusaka Area of Northern Rhodesia"". The Journal of the Royal Anthropological Institute of Great Britain and Ireland. 91 (2): 228–250. doi:10.2307/2844415. JSTOR 2844415.
Fox, H. Wilson (February 1920). ""The Cape-to-Cairo Railway and Train Ferries"". The Geographical Journal. 55 (2). The Royal Geographical Society (with the Institute of British Geographers): 73–101. Bibcode:1920GeogJ..55...73F. doi:10.2307/1781582. JSTOR 1781582.
Frischkorn, Rebecca (2015). ""Political Economy of Control: Urban Refugees and the Regulation of Space in Lusaka, Zambia"". Economic Anthropology. 2: 205–223. doi:10.1002/sea2.12025.
Grönwall, Jenny T.; Mulenga, Martin; McGranahan, Gordon (2010). Groundwater, self-supply and poor urban dwellers: A review with case studies of Bangalore and Lusaka. International Institute for Environment and Development.
Hansen, Karen Tranberg (1982). ""Lusaka's Squatters: Past and Present"". African Studies Review. 25 (2–3). Cambridge University Press: 117–136. doi:10.2307/524213. JSTOR 524213. S2CID 145505993.
Hamonga, Paul (1996). ""Lusaka"". BBC Focus on Africa. 7. BBC African Service.
Hunt, B.L. (1959). ""Kalomo–Livingstone in 1907"". Northern Rhodesia Journal. 4 (1). Northern Rhodesian Government Printer.
Home, Robert, ed. (2013). Lusaka: The New Capital of Northern Rhodesia. Routledge. ISBN 978-0-415-82868-0.
Katzenellenbogen, Simon (January 1974). ""Zambia and Rhodesia: Prisoners of the Past: A Note on the History of Railway Politics in Central Africa"". African Affairs. 73 (290). Oxford University Press on behalf of The Royal African Society: 63–66. doi:10.1093/oxfordjournals.afraf.a096455. JSTOR 720981.
Lunn, Jon (1992). ""The Political Economy of Primary Railway Construction in the Rhodesias, 1890-1911"". The Journal of African History. 33 (2). Cambridge University Press: 239–254. doi:10.1017/S0021853700032229. JSTOR 183000. S2CID 162300534.
Lusaka City Council; Environmental Council of Zambia (2008). Lusaka City State of Environment Report. Environmental Council. ISBN 978-9982-861-01-4.
McIntyre, Chris (2016). Zambia – The Bradt Travel Guide (6th ed.). Bradt Travel Guides. ISBN 978-1-78477-012-9.
Muchimba, Jerry (2015). Godfrey 'Ucar' Chitalu. Troubador Publishing Ltd. ISBN 978-1-78462-220-6.
Mulenga, Chileshe L. (2003). ""Urban slums reports: The case of Lusaka, Zambia"" (PDF). Understanding Slums: Case Studies for the Global Report on Human Settlements. Institute of Economic and Social Research, University of Zambia. Retrieved 12 June 2021 – via University College London.
Mulenga, Chileshe L. (2016). The State of Food Insecurity in Lusaka, Zambia: Issue 19 of Urban food security series. Southern African Migration Programme. ISBN 978-1-92059-710-8.
Mulenga, Lloyd B.; Hines, Jonas Z.; Fwoloshi, Sombo; Chirwa, Lameck; Siwingwa, Mpanji; Yingst, Samuel; Wolkon, Adam; Barradas, Danielle T.; Favaloro, Jennifer; Zulu, James E.; Banda, Dabwitso; Nikoi, Kotey I.; Kampamba, Davies; Banda, Ngawo; Chilopa, Batista; Hanunka, Brave; Stevens Jr., Thomas L.; Shibemba, Aaron; Mwale, Consity; Sivile, Suilanji; Zyambo, Khozya D.; Makupe, Alex; Kapina, Muzala; Mweemba, Aggrey; Sinyange, Nyambe; Kapata, Nathan; Zulu, Paul M.; Chanda, Duncan; Mupeta, Francis; Chilufya, Chitalu; Mukonka, Victor; Agolory, Simon; Malama, Kennedy (2021). ""Prevalence of SARS-CoV-2 in six districts in Zambia in July, 2020: a cross-sectional cluster sample survey"". The Lancet Global Health. 9 (6): e773 – e781. doi:10.1016/S2214-109X(21)00053-X. PMC 8382844. PMID 33711262.
Mandyata, Chomba Brian; Olowski, Linda Kampata; Mutale, Wilbroad (December 2017). ""Challenges of implementing the integrated disease surveillance and response strategy in Zambia: a health worker perspective"". BMC Public Health. 17 (1): 746. doi:10.1186/s12889-017-4791-9. PMC 5615443. PMID 28950834.
Mutunda, Sylvester (2007). Lê, Thao; Lê, Quynh (eds.). ""Language Behavior in Lusaka: The Use of Nyanja Slang"". The International Journal of Language Society and Culture. ISSN 1327-774X.
Mwape, Lonia; Sikwese, Alice; Kapungwe, Augustus; Mwanza, Jason; Flisher, Alan; Lund, Crick; Cooper, Sara (2010). ""Integrating mental health into primary health care in Zambia: a care provider's perspective"". International Journal of Mental Health Systems. 4 (1): 21. doi:10.1186/1752-4458-4-21. PMC 2919445. PMID 20653981.
Myers, Garth A. (2016). ""Remaking the Edges: Surveillance and Flows in Sub-Saharan Africa's New Suburbs"". In Loeb, Carolyn; Luescher, Andreas (eds.). The Design of Frontier Spaces: Control and Ambiguity. Routledge. ISBN 978-1-31703-607-4.
Myers, Garth A.; Subulwa, Angela G. (2018). ""The Cityscapes of Lusaka and Mongu: Narrating National Symbolism in Zambia"". In Diener, Alexander C.; Hagen, Joshua (eds.). The City as Power: Urban Space, Place, and National Identity. Rowman & Littlefield. ISBN 9781538118276.
Ranger, Terence (July 1980). ""Making Northern Rhodesia Imperial: Variations on a Royal Theme, 1924-1938"". African Affairs. 79 (316). Oxford University Press on behalf of The Royal African Society: 349–373. doi:10.1093/oxfordjournals.afraf.a097229. JSTOR 722045.
Roberts, Andrew D. (1982). ""Notes towards a Financial History of Copper Mining in Northern Rhodesia"". Canadian Journal of African Studies. 16 (2). Taylor & Francis, Ltd. on behalf of the Canadian Association of African Studies: 347–359. doi:10.2307/484302. JSTOR 484302.
United Nations (2011). ""An Investment Guide to Zambia: Opportunities and Conditions"" (PDF). Retrieved 12 July 2021.
Winchester, Clarence, ed. (2 August 1935). ""Progress in Rhodesia: An important railway system in the heart of Africa"". Railway Wonders of the World. 27. Amalgamated Press.
Winchester, Clarence, ed. (9 August 1935). ""Progress in Rhodesia: An important railway system in the heart of Africa"". Railway Wonders of the World. 28. Amalgamated Press.
Wragg, Emma; Lim, Regina (2014). ""Urban visions from Lusaka, Zambia"". Habitat International. 46: 260–270. doi:10.1016/j.habitatint.2014.10.005.",Complete
Lusaka,External links,13,"
 Lusaka travel guide from Wikivoyage
Lusaka City Council
Zambia Tourism page on Lusaka",Incomplete
Hakainde Hichilema,Early life and career,74,"Hichilema was born in a village in Monze District in present-day Zambia. He received a scholarship to study at the University of Zambia and graduated in 1986 with a bachelor's degree in Economics and Business Administration. He thereafter pursued an MBA in Finance and Business Strategy at the University of Birmingham in the United Kingdom.
He served as the chief executive officer of both Coopers and Lybrand Zambia (1994–1998) and Grant Thornton Zambia (1998–2006).",Moderate
Hakainde Hichilema,Political career,281,"Hichilema is a member of the ruling United Party for National Development, a liberal political party. Following the death of Anderson Mazoka in 2006, he was elected as the party's new President. He also served as the leader of the United Democratic Alliance (UDA), an alliance of three opposition political parties.
In the 2006 election, Hichilema was the candidate of the UDA and ran against incumbent president Levy Mwanawasa of the Movement for Multiparty Democracy and Patriotic Front candidate Michael Sata. He received the endorsement of former President Kenneth Kaunda. The election was held on 28 September 2006 and Hichilema took third place with about 25% of the vote.
Hichilema ran as the UPND candidate in the 2008 election, which was called following the death of President Levy Mwanawasa. He came 3rd with 19.7% of the vote. In June 2009, Hichilema's party, the UPND, formed a pact with Michael Sata's Patriotic Front (PF) to contest the 2011 election together. However, indecision on the pact candidate, deep mistrust, and accusations of tribalism from both sides resulted in the collapse of the pact in March 2011.
He was one of the two main candidates in the January 2015 presidential election, which he lost by a narrow margin of 27,757 votes (1.66%) against the ruling party's candidate, Edgar Lungu. Hichilema denounced the election as a sham and urged his supporters to remain calm. He again faced Lungu as the main opposition candidate in the August 2016 presidential election, and was again narrowly defeated.
In April 2017, he was arrested on suspicion of treason and charged with attempting to overthrow the government. He was in prison for four months before being given a nolle prosequi.",Complete
Hakainde Hichilema,Arrest and treason charge,155,"Hichilema was arrested on 11 April 2017.  On the night of 11 April 2017 the Zambian Police broke into Hichilema's compound to arrest the country's main opposition leader, ordered by President Edgar Lungu's government and charged with treason after he was accused of endangering the president's life after his motorcade allegedly refused to give way to the one transporting Lungu, a case which many viewed as a minor traffic offence and not one that could amount to treason. Hichilema strongly denied the charge, which carries a maximum sentence of death penalty.
The police used excessive force to enter Hichilema's residence damaging his home and property, beat up all his workers, stole money, jewellery, as well as underwear, shoes, speakers, blankets, carpets and food from the kitchen and defecated on Hichilema's bed.
Teargas canisters were thrown inside Hichilema's home gassing Hichilema, his asthmatic wife, and his children, who collapsed several times due to inhaling the gas.",Complete
Hakainde Hichilema,Presidency,91,"Hichilema ran for President for the sixth time in the election held on 12 August 2021. The electoral commission chairman Esau Chulu declared that he had won the election in the early hours of 16 August.
Following his victory, Hichilema declared his wish to appoint qualified Zambians into his administration. Among his appointments were those of Sylvia Masebo, Situmbeko Musokotwane, and Jito Kayumba, among others.
On 20 December 2024, two people were arrested on suspicion of plotting to hex Hichilema after being hired by a brother of politician Jay Emmanuel Banda.",Moderate
Hakainde Hichilema,"Honours, awards and recognition",0,,Incomplete
Hakainde Hichilema,Interviews,127,"Hichilema was featured on the BBC television program HARDtalk on 1 November 2017 and was interviewed by Stephen Sackur. He was the first Zambian opposition political leader to be hosted on HARDtalk and the third Zambian politician featured after former President Levy Mwanawasa and former Vice-President Guy Scott.
On 17 December 2017, Hichilema featured on ZNBC's Sunday Interview, making him the first opposition political leader to be hosted on that program. This was after management at ZNBC had granted a request by the UPND through its spokesman, Charles Kakoma, who had written to ZNBC Director General Richard Mwanza requesting that Mr. Hichilema is featured on the Sunday Interview on 17 December. The program was prerecorded on a Thursday before at 10:30 and was aired on Sunday evening.",Moderate
Hakainde Hichilema,Speeches,54,"Hichilema was invited to speak at The Royal Institute of International Affairs, commonly known as Chatham House, on 31 October 2017. He returned to Chatham House following his election as President, on 5 November 2021.
On 21 September 2022, Hichilema addressed the general debate of the Seventy-seventh session of the United Nations General Assembly.",Moderate
Hakainde Hichilema,Personal life,155,"Hichilema is married to Mutinta and has three children. He is a baptized member of the Seventh-day Adventist Church and on 12 December 2020, he and his wife got invested as Master Guides in Lusaka. Hichilema is a millionaire and the second-largest cattle rancher in Zambia.
In December 2014, he denied being a Freemason and labeled people accusing him as malicious. He also sued Bishop Edward Chomba of the Eastern Orthodox Church for defamation after the former called him a Satanist and a Freemason.
Hichilema was named in the Panama Papers, with the leak stating that he was the director of Bermuda-based company AfNat Resources Ltd from March to August 2006. The company engaged in nickel exploration in Zambia and other African countries. According to the International Consortium of Investigative Journalists, ""the company was listed on London's alternative investment market until 2010 when it was purchased by Canadian mining company Axmin for about $14 million.""",Complete
Hakainde Hichilema,See also,7,"United Party for National Development
Sylvia Masebo",Incomplete
Hakainde Hichilema,References,0,,Incomplete
Hakainde Hichilema,External links,15,"
Hakainde Hichilema on Facebook
Hakainde Hichilema on Twitter
A New Journey for Zambia on YouTube",Incomplete
Kenneth Kaunda,Early life,284,"Kenneth Kaunda was born on 28 April 1924 at Lubwa Mission in Chinsali, then part of Northern Rhodesia, now Zambia, and was the youngest of eight children. His father, the Reverend David Kaunda, was an ordained Church of Scotland missionary and teacher, who had been born in Nyasaland (now Malawi) and had moved to Chinsali, to work at Lubwa Mission. His mother, Helen Nyirenda Kaunda, was also a teacher and was the first African woman to teach in colonial Northern Rhodesia. They were both teachers among the Bemba ethnic group which is located in northern Zambia. His father died when Kenneth was a child. This is where Kenneth Kaunda received his education until the early 1940s. He later on followed in his parents' footsteps and became a teacher; first in Northern Rhodesia but then in the middle of the 1940s he moved to Tanganyika Territory (now part of Tanzania). He also worked in Southern Rhodesia. He attended Munali Training Centre in Lusaka between 1941 and 1943. Early in his career, he read the writings of Mahatma Gandhi that he said: ""went straight to my heart.""
Kaunda was a teacher at the Upper Primary School and Boarding Master at Lubwa and then Headmaster at Lubwa from 1943 to 1945. For a time, he worked at the Salisbury and Bindura Mine. In early 1948, he became a teacher in Mufulira for the United Missions to the Copperbelt (UMCB). He was then assistant at an African Welfare Centre and Boarding Master of a Mine School in Mufulira. In this period, he was leading a Pathfinder Scout Group and was Choirmaster at a Church of Central Africa congregation. He was also Vice-Secretary of the Nchanga Branch of Congress.",Complete
Kenneth Kaunda,Independence struggle and presidency,318,"In 1949 Kaunda entered politics and became the founding member of the Northern Rhodesian African National Congress. On 11 November 1953 he moved to Lusaka to take up the post of Secretary General of the Africa National Congress (ANC), under the presidency of Harry Nkumbula. The combined efforts of Kaunda and Nkumbula failed to mobilise native African peoples against the European-dominated Federation of Rhodesia and Nyasaland. In 1955 Kaunda and Nkumbula were imprisoned for two months with hard labour for distributing subversive literature. The two leaders drifted apart as Nkumbula became increasingly influenced by white liberals and failing to defend indigenous Africans, Kaunda led a dissident group to Nkumbula that eventually broke with the ANC and founded his own party, the Zambian African National Congress (ZANC) in October 1958. ZANC was banned in March 1959 and in Kaunda was sentenced to nine months' imprisonment, which he spent first in Lusaka, then in Salisbury.
While Kaunda was in prison, Mainza Chona and other nationalists broke away from the ANC and, in October 1959, Chona became the first president of the United National Independence Party (UNIP), the successor to ZANC. However, Chona did not see himself as the party's main founder. When Kaunda was released from prison in January 1960 he was elected president of UNIP. In 1960 he visited Martin Luther King Jr. in Atlanta and afterwards, in July 1961, Kaunda organised a civil disobedience campaign in Northern Province, the so-called Cha-cha-cha campaign, which consisted largely of arson and obstructing significant roads. Kaunda subsequently ran as a UNIP candidate during the 1962 elections. This resulted in a UNIP–ANC Coalition government, with Kaunda as Minister of Local Government and Social Welfare. In January 1964, UNIP won the next major elections, defeating their ANC rivals and securing Kaunda's position as prime minister. On 24 October 1964 he became the first president of an independent Zambia, appointing Reuben Kamanga as his vice-president.",Complete
Kenneth Kaunda,Fall from power,362,"Matters quickly came to a head in 1990. In July, amid three days of rioting in the capital, Kaunda announced a referendum on whether to legalise other parties would be held that October. However, he argued for maintaining UNIP's monopoly, claiming that a multiparty system would lead to chaos. The announcement almost came too late; hours later, a disgruntled officer went on the radio to announce Kaunda had been overthrown. The coup attempt was broken three to four hours later, but it was clear Kaunda and the UNIP were reeling. Kaunda tried to mollify the opposition by moving the referendum to August 1991; the opposition claimed the original date did not allow enough time for voter registration.
While expressing willingness to have the Zambian people vote on a multiparty system, Kaunda maintained that only a one-party state could prevent tribalism and violence from engulfing the country. By September, however, opposition demands forced Kaunda to reverse course. He cancelled the referendum, and instead recommended constitutional amendments that would dismantle UNIP's monopoly on power. He also announced a snap general election for the following year, two years before it was due. He signed the necessary amendments into law in December.
At these elections, the Movement for Multiparty Democracy (MMD), helmed by trade union leader Frederick Chiluba, swept UNIP from power in a landslide. In the presidential election, Kaunda was roundly defeated, taking only 24 per cent of the vote to Chiluba's 75 per cent. UNIP was cut down to only 25 seats in the National Assembly. One of the issues in the campaign was a plan by Kaunda to turn over one-quarter of the nation's land to Maharishi Mahesh Yogi, an Indian guru who promised that he would use it for a network of utopian agricultural enclaves that proponents said would create ""Heaven on Earth"". Kaunda was forced in a television interview to deny practising Transcendental Meditation. When Kaunda handed power to Chiluba on 2 November 1991, he became the second mainland African head of state to allow free multiparty elections and to relinquish power peacefully after he had lost. The first, Mathieu Kérékou of Benin, had done so in March of that year.",Complete
Kenneth Kaunda,Post-presidency,272,"After leaving office, Kaunda clashed frequently with Chiluba's government and the MMD. Chiluba later attempted to deport Kaunda on the grounds that he was a Malawian. The MMD-dominated government under the leadership of Chiluba had the constitution amended, barring citizens with foreign parentage from standing for the presidency, to prevent Kaunda from contesting the next elections in 1996, in which he planned to participate. After the 1997 coup attempt, on Boxing Day in 1997 he was arrested by paramilitary policemen. However, many officials in the region appealed against this; on New Year's Eve of the same year, he was placed under house arrest until his court date. In 1999 Kaunda was declared stateless by the Ndola High Court in a judgment delivered by Justice Chalendo Sakala. Kaunda however successfully challenged this decision in the Supreme Court of Zambia, which declared him to be a Zambian citizen in the Lewanika and Others vs. Chiluba ruling.
On 4 June 1998, Kaunda announced that he was resigning as United National Independence Party leader and retiring from politics. After retiring in 2000, he was involved in various charitable organisations. His most notable contribution was his zeal in the fight against the spread of HIV/AIDS. One of Kaunda's children was claimed by the pandemic in the 1980s. From 2002 to 2004, he was an African President-in-Residence at the African Presidential Archives and Research Center at Boston University.
In September 2019, Kaunda said that it was regrettable that the late president Robert Mugabe was maligned and subjected to mudslinging by some sections of the world, who were against his crusade of bringing social justice and equity to Zimbabwe.",Complete
Kenneth Kaunda,Personal life and death,346,"Kaunda married Betty Banda in 1946, with whom he had eight children. She died on 19 September 2013 aged 84, while visiting one of their daughters in Harare, Zimbabwe.
He also wrote music about the independence he hoped to achieve, although only one song has been known to many Zambians (""Tiyende pamodzi ndi mtima umo"" literally meaning ""Let's walk together with one heart"").
On 14 June 2021, Kaunda was admitted to Maina Soko Military Hospital in Lusaka to be treated for an undisclosed medical condition. The Zambian government said medics were doing everything they could to make him recover, though it was not clear what his health condition was. On 15 June 2021, it was revealed that he was being treated for pneumonia, which according to his doctor, had been a recurring problem in his health. On 17 June 2021 it was confirmed that he died at the age of 97 after a short illness at Maina Soko Military Hospital. He was survived by 30 grandchildren and eleven great-grandchildren.
Kaunda attributed his longevity to a strict lacto-vegetarian diet and commented that ""I don't take meat, no eggs, no chicken, I only eat vegetables like an elephant"". He also avoided alcohol and gave up drinking tea in 1953.
President Edgar Lungu announced on his Facebook page that Zambia will observe 21 days of national mourning. On 21 June, Vice-President Inonge Wina announced that Kaunda's remains would be taken on a funeral procession around the country's provinces, with church services in each provincial capital, prior to a state funeral at National Heroes Stadium in Lusaka on 2 July and interment at the Presidential Burial Site on 7 July.
Several other nations also announced periods of state mourning. Zimbabwe declared fourteen days of mourning; South Africa declared ten days of mourning; Botswana, Malawi, Namibia and Tanzania all declared seven days of mourning; Mozambique declared six days of mourning; South Sudan declared three days of mourning; Cuba declared one day of mourning. President of Singapore Halimah Yacob offered her condolences to the politicians and people of Zambia for Kaunda's death.",Complete
Kenneth Kaunda,Awards and honours,146,"National honours

 Zambia:
 Grand Commander of the Order of the Eagle of Zambia (2003)
Kenneth Kaunda Day (28 April was declared to be a holiday by then President Edgar Chagwa Lungu, to honour Kenneth Kaunda's work and legacy)
Foreign honours

 Angola:
 Recipient of the Order of Agostinho Neto (1992)
 Cuba:
 Order of José Martí (1975)
 Jamaica:
 Honorary Member of the Order of Jamaica
 Lesotho:
 Commander of the Most Courteous Order of Lesotho — 4 October 2007
 Mozambique:
 Order of Eduardo Mondlane, 1st class (1983)
 Portugal:
 Grand Cross of the Order of Prince Henry — 28 May 1975
 South Africa:
 Supreme Companion of O. R. Tambo — 10 December 2002
 Yugoslavia:
 Order of the Yugoslav Great Star
Awards

On 21 May 1963, he received an honorary degree of Doctor of Laws from Fordham University.
On 19 October 2007 Kaunda was the recipient of the 2007 Ubuntu Award.",Moderate
Kenneth Kaunda,Publications,128,"Kaunda, Kenneth David (1958). Dominion Status for Central Africa?. Union of Democratic Control Publications.
Kaunda, Kenneth David (1962). Zambia Shall Be Free: An Autobiography (illustrated, reprint ed.). Heinemann. ISBN 9780435900045. {{cite book}}: ISBN / Date incompatibility (help)
Kaunda, Kenneth David (1966). Zambia, Independence and Beyond: The Speeches of Kenneth Kaunda. Nelson.
Kaunda, Kenneth David (1969). A Humanist in Africa: Letters to Colin M. Morris from Kenneth D. Kaunda, President of Zambia. Longmans, Green. ISBN 9780582640030.
Kaunda, Kenneth D (1973). The Humanist Outlook. London: Longman.
Kaunda, Kenneth (1974). Humanism in Zambia: A Guide to Its Implementation. Lusaka.{{cite book}}:  CS1 maint: location missing publisher (link)
Kaunda, Kenneth (1980). Morris, Colin (ed.). The Riddle of Violence. San Francisco: Harper & Rowe.
Morris, Collin M., ed. (1980). Kaunda on Violence. London: Collins.",Moderate
Kenneth Kaunda,See also,11,"Michael Sata
Harry Nkumbula
Simon Kapwepwe
History of Christianity in Zambia",Incomplete
Kenneth Kaunda,References,0,,Incomplete
Kenneth Kaunda,Bibliography,68,"DeRoche, Andy. Kenneth Kaunda, the United States and Southern Africa (London: Bloomsbury, 2016)
""Kaunda, Kenneth"". Encyclopædia Britannica. Retrieved 19 May 2006.
Hall, Richard. The High Price of Principles: Kaunda and the White South (1969)
Ipenburg, At. All Good Men: The Development of Lubwa Mission, Chinsali, Zambia, 1905–1967 (1992)
Macpherson, Fergus. Kenneth Kaunda: The Times and the Man (1974)
Mulford, David C. Zambia: The Politics of Independence, 1957–1964 (1967)",Moderate
Kenneth Kaunda,External links,101,"
1964: President Kaunda takes power in Zambia Archived 5 June 2013 at the Wayback Machine
Kaunda on the non-aligned movement Archived 8 May 2016 at the Wayback Machine
Kaunda on Mugabe Archived 11 April 2021 at the Wayback Machine
Kenneth Kaunda, the United States and Southern Africa by Andy deRoche Archived 2 October 2016 at the Wayback Machine
Faces of Africa Archived 18 September 2019 at the Wayback Machine
Appearances on C-SPAN
Portraits of Kenneth Kaunda at the National Portrait Gallery, London
Interview with Kenneth Kaunda by Tor Sellström within the project Nordic Documentation on the Liberation Struggle in Southern Africa",Moderate
Zambian cuisine,About,0,,Incomplete
Zambian cuisine,History,189,"The use of maize in dishes such as nsima or nshima happened during the latter half of the 20th century.
The Bemba people, who live in what is now Zambia, traditionally ate what was available depending on weather patterns. Bemba meals included a type of thick porridge made of millet called ubwali which was eaten with ""relish"" called umunani. Ubwali was eaten with nearly every meal. Umunani was most often a type of stew made with meat, fish, insects or vegetables. The Bemba preferred to eat ubwali with only one type of relish at a time. The stews made with meat and vegetables were cooked with salt and sometimes groundnuts. Generally, the Bemba did not eat raw food. Overall, Bemba cooking was fairly plain in taste and only occasionally acidic or spicy. Beer was an important part of social events for the Bemba people and beer was brewed often during harvest months.
Like the Bemba, the Chewa people also eat a porridge, called nsima, which is eaten with vegetables and used as a scoop.
The Tonga people of the region have traditionally eaten insects which are cooked or dried.",Complete
Zambian cuisine,See also,2,Sylvia Banda,Incomplete
Zambian cuisine,References,0,,Incomplete
Zambian cuisine,External links,2,"http://www.zambia-travel-guide.com/bradt_guide.asp?bradt=1149
https://www.britannica.com/place/Zambia",Incomplete
Economy of Zambia,History,0,,Incomplete
Economy of Zambia,Sectors,0,,Incomplete
Economy of Zambia,Infrastructure,34,"There are many forms of transport in Zambia. Zambia is highly dependent on road transport.

Transport in Zambia
Roads in Zambia
List of airports in Zambia.
Rail transport in Zambia
Water transport in Zambia",Incomplete
Economy of Zambia,Growth,75,"There are, however, positive macroeconomic signs, rooted in reforms implemented in the early and mid-1990s. Zambia's floating exchange rate and open capital markets have provided useful discipline on the government, while at the same time allowing continued diversification of Zambia's export sector, growth in the tourist industry, and procurement of inputs for growing businesses. Some parts of the Copper Belt have experienced a significant revival as spin-off effects from the massive capital reinvestment are experienced.",Moderate
Economy of Zambia,Inflation,368,"Lack of balance-of-payment support meant the Zambian government did not have resources for capital investment and periodically had to issue bonds or otherwise expand the money supply to try to meet its spending and debt obligations. The government continued these activities even after balance-of-payment support resumed. This has kept interest rates at levels that are too high for local business, fuelled inflation, burdened the budget with domestic debt payments, while still falling short of meeting the public payroll and other needs, such as infrastructure rehabilitation. The government was forced to draw down foreign exchange reserves sharply in 1998 to meet foreign debt obligations, putting further pressure on the kwacha and inflation. Inflation held at 32% in 2000; consequently, the kwacha lost the same value against the dollar over the same period. In mid- to late 2001, Zambia's fiscal management became more conservative. As a result, 2001 year-end inflation was below 20%, its best result in decades. In 2002 inflation rose to 26.7%. However, in 2007 inflation hit 8%, the first time in 30 years that Zambia had seen single digit inflation.
On January 27, 2011, it was reported by the Central Statistical Office that inflation rose to 9%. in 2012
Between April  2019 and April 2020 Zambia' s Annual inflation rate rose to 15.7% from 14% in March 2020. The rise  of prices in food and other non- food items led to the increase in the Annual inflation rate.
However, it is significant that inflation often peaks in election years, hitting a recent high of 17.9% in 2016. This  suggests  that  a  further  peak  is  likely  approaching  during  the  2021  general  elections. The value of the kwacha against the dollar has been relatively consistent for the past two years and has yet to return to the recent high of almost 0.2 kwacha to the dollar in 2013. Nonetheless, the real effective exchange rate of the kwacha against a weighted average of foreign currencies improved from 88.5 in 2016 to 96.4 in 2017. The kwacha lost value against the dollar in September 2018 but has remained fairly consistent at 0.08 to the dollar in November to December, though further instability remains likely due to both political and economic uncertainty.",Complete
Economy of Zambia,Economic Statistics,0,,Incomplete
Economy of Zambia,Trade,111,"Major trade enhancing infrastructure projects carried out in Zambia's history:

TAZARA Railway commissioned in 1975 for a cost of US $406 million (the equivalent of US $3.29 billion in 2022 USD rate).
Kazungula Bridge, commissioned in May 2021 for a cost of US$259.3 million.
Levy Mwanawasa (Chembe) Bridge, commissioned in October 2008 for a cost of US$1.5 million.
Chinsali-Nakonde road is being constructed using grant funds from the African Development Bank. The 210 km stretch is valued at 6.3 billion kwacha (US$255.76 million). The road which is being constructed constructed in two lots by China State Engineering Corporation and China Railway 7 group is expected to be completed in December 2026.",Moderate
Economy of Zambia,Major exhibitions,39,"Zambia International Trade Fair Archived 2022-07-31 at the Wayback Machine held annually in Ndola at the beginning of July.
Agriculture and Commercial Show held annually in Lusaka at the beginning of August.
Central Province Agriculture Show, held in Mkushi.",Incomplete
Economy of Zambia,Notable Companies,9,"List of companies of Zambia
Lusaka Stock Exchange LuSE",Incomplete
Economy of Zambia,Public Private Partnerships (PPP),79,"In December 2021, Zambia's UPND Government set up the Public-Private Partnership (PPP) Council of Ministers composed of the Minister of Finance and National Planning (Dr. Situmbeko Musokotwane) as the Chairperson and the Ministers of Infrastructure (Charles Milupi), Commerce, Trade, and Industry (Chipoka Mulenga), Transport and Logistics (Frank Tayali), and Technology and Science (Felix Mutati). The focus of the council is to have public-private partnerships become the primary avenue for infrastructure development as opposed to the solely government funded path.",Moderate
Economy of Zambia,Constituency Development Funds Performance,22,Decentralized funds directed at enhancing public service delivery and targeted at local communities to spur economic development at ward and constituency level.,Incomplete
Economy of Zambia,Private Wealth,17,"In 2021, the total estimated value of private wealth in Zambia was US$14 billion (ZMW 238 billion)",Incomplete
Economy of Zambia,See also,23,"Bank of Zambia
Economy of Africa
Zambia
FORGE Program
List of companies of Zambia
United Nations Economic Commission for Africa
Category:Companies of Zambia",Incomplete
Economy of Zambia,References,0,,Incomplete
Economy of Zambia,External links,59,"Zambia  latest trade data on ITC Trade Map
Barbara Gunnell, New Statesman, May 24, 2004, ""A conspiracy of the rich""
CIA World Factbook Zambia
MBendi Zambia overview
UNDP in Zambia official site of the United Nations Development Programme in Zambia
World Development Movement (2004), ""Zambia: Condemned to debt""
World Bank Summary Trade Statistics Zambia
List of companies in Zambia",Moderate
